Index,ao.r,ao.c,art.r,art.c,ven.r,ven.c,av.r,mv.r,la.E_pas,la.E_act,la.v_ref,la.k_pas,lv.E_pas,lv.E_act,lv.v_ref,lv.k_pas,T,ao.l,ao.v_ref,ao.v,art.l,art.v_ref,art.v,ven.l,ven.v_ref,ven.v,la.v,la.delay,la.t_tr,la.tau,la.t_max,lv.delay,lv.t_tr,lv.tau,lv.t_max
0,251.5310788253172,0.37945880536605725,759.3450325788723,1.9440011439870086,6.94807148781624,199.8658678934818,4.503117387286366,3.215837787237974,0.46841689801607733,0.5152969273272443,8.06336133300886,0.0741849498858681,1.4340859782856534,1.8399265499244608,10.370088077033918,0.03844417335185877,803.9094117177997,0,100,130,0,900,1092,0.0,2800,3780,93,150.73301469708744,226.09952204563118,25.12216911618124,150.73301469708744,0,422.05244115184485,25.12216911618124,281.3682941012299
1,225.40651030633688,0.2703797386344492,1496.9562435600808,2.7339193442921923,9.041745111822996,103.6084524657146,3.457792669172795,2.664551172766055,0.40519061101933895,0.22653707695364084,14.707636901426874,0.025079439133841083,1.3810273410518557,2.5422202785319,11.488261644389182,0.02057929767152206,870.6202608877147,0,100,130,0,900,1092,0.0,2800,3780,93,163.2412989164465,244.86194837466977,27.206883152741085,163.2412989164465,0,457.07563696605024,27.206883152741085,304.71709131070014
2,304.4165777583726,0.24416065753603647,883.3346205277423,3.66949015730425,6.673085545108309,132.44458783355623,4.950421295684673,4.73651184299203,0.5823139942607244,0.3270338639061564,9.404335920774816,0.06062617153481001,0.6274752667246344,3.6885671014189665,10.291632520062015,0.020119584030056592,1062.4847562676432,0,100,130,0,900,1092,0.0,2800,3780,93,199.2158918001831,298.8238377002746,33.20264863336385,199.2158918001831,0,557.8044970405126,33.20264863336385,371.86966469367513
3,248.3356859122232,0.20449020541001156,1088.7920346129595,2.0949662501639237,5.422298369732333,163.46809874062214,8.199491705913328,3.7864004132466857,0.5188855012124046,0.5600594445518028,6.224672124658204,0.04157195665400133,1.301675794239759,3.1536637780491485,5.496512404371204,0.029944801626256665,985.028533610029,0,100,130,0,900,1092,0.0,2800,3780,93,184.6928500518804,277.03927507782066,30.782141675313405,184.6928500518804,0,517.1399801452652,30.782141675313405,344.7599867635101
4,254.668220716556,0.36491475956156694,1285.551048714815,4.196006628948298,7.05263082336279,86.52507709753144,6.873886106940722,4.970854718698623,0.356248154523914,0.6216396944516821,6.945669909702615,0.028085817361319394,0.5511808033846397,3.625220380703497,6.796549993786096,0.03358214138406634,1142.68823524566,0,100,130,0,900,1092,0.0,2800,3780,93,214.25404410856126,321.3810661628419,35.70900735142688,214.25404410856126,0,599.9113235039715,35.70900735142688,399.94088233598103
5,298.78221929162953,0.4060368594980507,1686.3105203664732,3.668566740731792,9.243917535911521,105.07861603078724,8.07449222341121,3.64397097215872,0.4807742198472711,0.5301552424524074,13.44720602522213,0.02648644814535292,1.2238915479385275,4.231982622778341,13.87499162052012,0.031784231798467934,955.168706967926,0,100,130,0,900,1092,0.0,2800,3780,93,179.09413255648616,268.6411988347292,29.84902209274769,179.09413255648616,0,501.46357115816113,29.84902209274769,334.30904743877414
6,141.1333189761122,0.40916101712003994,1164.1348127719707,2.9396446186831007,6.234622328661418,178.73257131572262,5.233671738428423,3.182365740436964,0.39039839901959117,0.33988080991335246,8.659364766724591,0.0538986734801154,0.7452861262441879,2.060577501748236,14.7218655769333,0.029366078967117806,561.3019811743158,0,100,130,0,900,1092,0.0,2800,3780,93,105.2441214701842,157.86618220527632,17.540686911697367,105.2441214701842,0,294.68354011651576,17.540686911697367,196.45569341101051
7,236.23778272154448,0.4198807988842155,920.6352188148376,2.184354298903124,7.4636041432467675,91.50216090327862,5.664471604261607,5.873488252935479,0.33474888016136134,0.2531352916458784,13.719285275756146,0.018452409102210875,0.8342839137174953,1.9777601636504147,6.501625579177362,0.03486060683345482,831.2264681713114,0,100,130,0,900,1092,0.0,2800,3780,93,155.85496278212088,233.78244417318132,25.975827130353483,155.85496278212088,0,436.3938957899385,25.975827130353483,290.92926385995895
8,340.81746896979644,0.1681225186180935,711.6179679482963,3.200693852728042,6.248693845141881,175.36267874386792,8.76159153980644,4.3418737309030675,0.23285108203372507,0.4956109600418689,11.934272529682602,0.02267541557709033,1.0696310610403488,2.839525301137865,7.021145428246588,0.023630165941246215,644.5824159109332,0,100,130,0,900,1092,0.0,2800,3780,93,120.85920298329997,181.28880447494993,20.14320049721666,120.85920298329997,0,338.4057683532399,20.14320049721666,225.6038455688266
9,216.38527425331745,0.3600059318475108,1534.8461265590827,1.8529420905527414,9.423746659116873,90.02049890458079,8.685258242172427,4.855564590044082,0.6517190224254824,0.3086959418263837,8.76626107108236,0.0381960931070884,1.1640053561724888,2.3024116599049913,5.724517885189103,0.040897063961915774,887.7453440167218,0,100,130,0,900,1092,0.0,2800,3780,93,166.45225200313533,249.678378004703,27.742042000522556,166.45225200313533,0,466.0663056087789,27.742042000522556,310.71087040585263
10,249.1880026027436,0.16111907025744743,1659.5114199928398,3.3219016442805733,13.339177988471636,135.0633467110283,7.3926879248911925,4.63911523505852,0.28089229309254926,0.4552180673314658,13.242858520097446,0.05218484584208592,1.0260996222157446,3.6266983983758383,8.797594349023033,0.033324097339863946,1032.6982003116555,0,100,130,0,900,1092,0.0,2800,3780,93,193.6309125584354,290.4463688376531,32.27181875973923,193.6309125584354,0,542.1665551636191,32.27181875973923,361.4443701090794
11,322.8741125557434,0.3676738119900051,1202.9765448907915,2.7546487261824404,6.848186862701327,102.41329414845643,6.142912210600913,5.600704936578987,0.5904500015060699,0.5309524064567788,9.975157417734906,0.03346791689172211,0.514925774984123,3.732344484144874,8.27480145369726,0.03929679906650881,533.0614404646627,0,100,130,0,900,1092,0.0,2800,3780,93,99.94902008712427,149.9235301306864,16.65817001452071,99.94902008712427,0,279.8572562439479,16.65817001452071,186.57150416263192
12,151.770893466884,0.44619920949388503,1316.2711122158191,4.354802605980059,11.776024576018225,181.63442382715613,5.728513234337555,2.9328605626189237,0.4553795600836399,0.5474568234757621,5.324441982164998,0.06946896567123642,0.7821154168168558,3.682385631484604,10.339104358897158,0.027250365565214728,1175.002097389335,0,100,130,0,900,1092,0.0,2800,3780,93,220.31289326050032,330.46933989075046,36.71881554341672,220.31289326050032,0,616.8761011294008,36.71881554341672,411.25073408626724
13,358.53041459697374,0.20955696548333647,931.8697262892282,1.960742729415646,6.679229972937549,164.97759883362403,4.0617216193016175,5.825503505946509,0.5864222421437966,0.23944376123826938,9.932154897013652,0.06326271612247404,0.7396906902390349,3.3208595840321564,9.689417687379471,0.012213553273600273,368.76381374237224,0,100,130,0,900,1092,0.0,2800,3780,93,69.1432150766948,103.7148226150422,11.523869179449132,69.1432150766948,0,193.60100221474542,11.523869179449132,129.06733480983027
