Index,ao.r,ao.c,art.r,art.c,ven.r,ven.c,av.r,mv.r,la.E_pas,la.E_act,la.v_ref,la.k_pas,lv.E_pas,lv.E_act,lv.v_ref,lv.k_pas,T,ao.l,ao.v_ref,ao.v,art.l,art.v_ref,art.v,ven.l,ven.v_ref,ven.v,la.v,la.delay,la.t_tr,la.tau,la.t_max,lv.delay,lv.t_tr,lv.tau,lv.t_max
0,308.74777748781605,0.2595723714537607,1365.6080806661835,2.0033245448689634,12.211233593206515,182.88430771214823,3.256480731994442,4.973828954081296,0.31887063555906303,0.61179655147709,8.220248574099092,0.028030418411912034,0.7572741803969552,3.4017803578366648,12.16180174290949,0.028287581247492206,1082.1251186439458,0,100,130,0,900,1092,0.0,2800,3780,93,202.89845974573984,304.34768961860976,33.81640995762331,202.89845974573984,0,568.1156872880715,33.81640995762331,378.743791525381
1,280.3930335652333,0.39619684391785026,1566.7137319961703,2.9187032059777156,5.634070378531524,188.29398325590563,7.933924902341279,5.970190624500184,0.46288638785520486,0.3805266738342835,7.562548198863505,0.053245157004085206,0.8538966119661772,1.8132173649330243,11.459680785277753,0.016277426851844242,1136.0744504147701,0,100,130,0,900,1092,0.0,2800,3780,93,213.01395945276943,319.5209391791541,35.50232657546157,213.01395945276943,0,596.4390864677544,35.50232657546157,397.62605764516957
2,270.52034354253817,0.4320879144369749,647.3672509828297,2.1130813319837265,6.50299545594037,109.20008343775692,8.593390147721902,5.493247463081699,0.5891131881771384,0.6637300324981878,14.342278456139667,0.022460365886206847,1.0376275400622395,2.4342858083940406,14.231116965172433,0.029587176956299435,597.629015777504,0,100,130,0,900,1092,0.0,2800,3780,93,112.055440458282,168.083160687423,18.675906743047,112.055440458282,0,313.7552332831896,18.675906743047,209.1701555221264
3,148.6145584724326,0.37943189910844,931.2967953703401,1.705446982681366,10.381944004746629,178.70052989706588,5.85354731279074,3.3945912402420517,0.5017330904158412,0.29386781672577855,5.338229896616203,0.06594956313495845,0.5722019476227632,2.609850360575373,8.701327223405208,0.039047027405137026,1155.65112005234,0,100,130,0,900,1092,0.0,2800,3780,93,216.68458500981376,325.02687751472064,36.11409750163563,216.68458500981376,0,606.7168380274785,36.11409750163563,404.47789201831904
4,322.00217014790235,0.15439860614900497,1284.972372007338,3.1258631454246695,13.057318067031066,115.93579581694556,6.205182860436367,2.2425719558949067,0.331705445224063,0.48633128889133226,13.11902214136111,0.02836624072852606,1.273064470482288,3.8016622528509822,8.152264863945364,0.022030459949088695,808.8575972093383,0,100,130,0,900,1092,0.0,2800,3780,93,151.66079947675095,227.4911992151264,25.27679991279182,151.66079947675095,0,424.6502385349026,25.27679991279182,283.1001590232684
5,337.8415887565459,0.28980328508789677,599.4465480143756,3.728749161322507,11.35353040019457,102.81128935541716,8.94193388168414,3.204134569613557,0.44395811140681374,0.3867866631636808,5.927899514425109,0.0569519523145612,1.3009282468499053,2.7498524528377017,6.138356315494945,0.0368403212749352,757.9559106255437,0,100,130,0,900,1092,0.0,2800,3780,93,142.11673324228943,213.17509986343416,23.68612220704824,142.11673324228943,0,397.92685307841043,23.68612220704824,265.2845687189403
6,189.06701747483748,0.1694572041504611,711.0078087212949,3.8215668914579948,8.807525817490355,94.71496566483201,3.7613718807487233,5.911583053690975,0.22656159759109062,0.6411712804182073,6.217227650666976,0.038198070084484885,1.1389508307317153,1.7594074597409732,9.883810383461064,0.018207574718547087,382.85168196661243,0,100,130,0,900,1092,0.0,2800,3780,93,71.78469036873983,107.67703555310975,11.964115061456639,71.78469036873983,0,200.99713303247154,11.964115061456639,133.99808868831434
7,348.22082408585504,0.3550210054850209,1465.958724572596,4.086200408365761,7.709994664541901,83.38960883067604,5.279380961593637,5.65814802994127,0.656814148983495,0.568804474125207,10.678374151871207,0.041809590852096006,1.3866583854074528,3.700596362948505,13.847078399784802,0.010458881487343712,987.9281827158189,0,100,130,0,900,1092,0.0,2800,3780,93,185.23653425921606,277.8548013888241,30.87275570986934,185.23653425921606,0,518.662295925805,30.87275570986934,345.7748639505366
8,334.3841402808183,0.27352890373443906,1340.6674758589857,2.3444165938996955,12.851344152808695,198.41507000985277,4.259442236594267,2.2698256114266284,0.24497672400943404,0.33547605252164187,9.376341435325564,0.0743067766611879,0.5144612298384043,1.9735761352377637,7.9697782366571746,0.04361074450097593,1025.7410096077028,0,100,130,0,900,1092,0.0,2800,3780,93,192.3264393014443,288.48965895216645,32.054406550240714,192.3264393014443,0,538.5140300440439,32.054406550240714,359.009353362696
9,218.47818868638842,0.2330274508285453,1427.6791547887472,3.990989882071997,7.037357912296336,138.7733352725212,6.964985057970808,5.274783051755626,0.5706501568463235,0.40972211786220614,8.903795182965249,0.05943904208417353,0.6743238586243228,2.3055439498256813,9.34075174777617,0.018828043839052525,842.7967891254734,0,100,130,0,900,1092,0.0,2800,3780,93,158.02439796102627,237.0365969415394,26.337399660171045,158.02439796102627,0,442.46831429087354,26.337399660171045,294.9788761939157
